Event Date,Facility Type,Occupational Category of Person Affected,Aggressor,Type of Violence,Primary Assault Description,Primary Contributing Factors,Severity of Assault,Emotional and/ or Psychological Impact,Level of Care Needed,Response Action Taken,Assault Description,Department/Office Incident Took Place,Assault Description
12/8/2024,Other,<N/S>,Inpatient,Physical,Kicked,<N/S>,None,<N/S>,<N/S>,Behavioral Expectations Reviewed; De-escalation Techniques Utilized; Notified Clinical Physician Resources; Notified Supervisor,,,
12/7/2024,Other,"Nurse (RN, LPN, LNA)",Inpatient,Physical,Pushed,Long Term Care/SNF Bed Unavailable,None,<N/S>,<N/S>,Chemical Restraint; De-escalation Techniques Utilized; Mechanical Restraint; Notified Clinical Physician Resources; Notified Security; Notified Supervisor; Physical Hold,,,
12/8/2024,BC,<N/S>,Inpatient,Verbal,Threat of Violence,<N/S>,None,<N/S>,<N/S>,Behavioral Expectations Reviewed,,,
12/7/2024,Other,<N/S>,Inpatient,Physical,Kicked,<N/S>,None,<N/S>,<N/S>,Called Code Gray; De-escalation Techniques Utilized,,,
12/8/2024,Other,<N/S>,Inpatient,Physical,Kicked,<N/S>,Other,Severe - Significant Emotional and/or psychological impact resulting in missed work.,Other (please specify),Called Code Gray; De-escalation Techniques Utilized; Notified Clinical Physician Resources; Notified Supervisor; Physical Hold,,,
12/9/2024,ED,<N/S>,Other,Physical,Grabbed,<N/S>,Moderate,None - No emotional and/or psychological impact,ED,Notified Clinical Physician Resources; Notified Security; Notified Supervisor,,,
12/7/2024,Other,<N/S>,Inpatient,Physical,Assault w/ Bodily Fluids; Bitten; Grabbed; Hit w/ Fist; Hit w/ Object; Intimidation; Slapped; Threat of Violence,<N/S>,None,<N/S>,<N/S>,Behavioral Expectations Reviewed; Called Code Gray; De-escalation Techniques Utilized; Mechanical Restraint; Notified Clinical Physician Resources; Notified Security; Notified Supervisor; Physical Hold,,,
12/7/2024,ED,<N/S>,Inpatient,Physical,Hair Pulling; Kicked; Slapped,<N/S>,None,<N/S>,<N/S>,Behavioral Expectations Reviewed; Chemical Restraint; De-escalation Techniques Utilized; Notified Security; Notified Supervisor; Physical Hold,,,
12/6/2024,Other,<N/S>,Inpatient,Physical,Hit w/ Fist; Threat of Violence,<N/S>,Mild,Mild - Upset / Angry / Scared / Humiliated,Other (please specify),Behavioral Expectations Reviewed; Called Code Gray; De-escalation Techniques Utilized,,,
12/5/2024,Other,<N/S>,Outpatient,Written/Digital,Unwelcome or Offensive Language/Gestures,<N/S>,None,<N/S>,<N/S>,Notified Supervisor,,,
12/9/2024,BC,<N/S>,Inpatient,Physical,Thrown object,<N/S>,None,<N/S>,<N/S>,De-escalation Techniques Utilized,,,
12/9/2024,Other,<N/S>,Outpatient,Physical,Bitten; Grabbed,<N/S>,Mild,None - No emotional and/or psychological impact,<N/S>,Behavioral Expectations Reviewed; De-escalation Techniques Utilized,,,
12/9/2024,Other,Physician/APP,Outpatient,Verbal,"Profane, Lewd or Aggressive Language; Screaming or Yelling; Unwelcome or Offensive Language/Gestures",<N/S>,None,<N/S>,<N/S>,Behavioral Expectations Reviewed; De-escalation Techniques Utilized,,,
12/6/2024,ED,Physician/APP,Outpatient,Physical,Hit w/ Fist,<N/S>,None,<N/S>,<N/S>,Behavioral Expectations Reviewed; De-escalation Techniques Utilized; Notified Security; Notified Supervisor,,,
12/3/2024,Other,<N/S>,Outpatient,Property Damage/Vandalism,Aggression Toward an Inanimate Object,<N/S>,None,<N/S>,<N/S>,Notified Security,,,
12/10/2024,Other,<N/S>,Outpatient,Verbal,"Profane, Lewd or Aggressive Language; Screaming or Yelling",<N/S>,None,<N/S>,<N/S>,De-escalation Techniques Utilized,,,
12/10/2024,ED,<N/S>,Outpatient,Verbal,"Intimidation; Profane, Lewd or Aggressive Language; Screaming or Yelling; Threat of Violence; Unwelcome or Offensive Language/Gestures",<N/S>,None,<N/S>,<N/S>,Behavioral Expectations Reviewed; De-escalation Techniques Utilized; Notified Security,,,
12/10/2024,ED,<N/S>,Visitor,Verbal,"Profane, Lewd or Aggressive Language; Screaming or Yelling; Unwelcome or Offensive Language/Gestures",<N/S>,None,<N/S>,<N/S>,Notified Security,,,
12/10/2024,Other,<N/S>,Outpatient,Verbal,"Intimidation; Profane, Lewd or Aggressive Language; Screaming or Yelling",<N/S>,None,<N/S>,<N/S>,De-escalation Techniques Utilized; Notified Clinical Physician Resources; Notified Supervisor,,,
12/10/2024,ED,<N/S>,Outpatient,Verbal,Intimidation; Screaming or Yelling,<N/S>,None,<N/S>,<N/S>,Behavioral Expectations Reviewed; De-escalation Techniques Utilized; Notified Security,,,
12/10/2024,Other,<N/S>,Inpatient,Verbal,"Intimidation; Profane, Lewd or Aggressive Language; Screaming or Yelling",<N/S>,None,<N/S>,<N/S>,Notified Supervisor,,,
12/10/2024,BC,<N/S>,Inpatient,Verbal,"Intimidation; Profane, Lewd or Aggressive Language; Screaming or Yelling",<N/S>,None,<N/S>,<N/S>,De-escalation Techniques Utilized; Notified Supervisor,,,
12/10/2024,BC,<N/S>,Inpatient,Verbal,"Intimidation; Profane, Lewd or Aggressive Language; Screaming or Yelling; Threat of Violence",<N/S>,None,<N/S>,<N/S>,Behavioral Expectations Reviewed; De-escalation Techniques Utilized; Notified Clinical Physician Resources; Notified Supervisor,,,
12/11/2024,Other,<N/S>,Outpatient,Verbal,"Intimidation; Profane, Lewd or Aggressive Language; Unwelcome or Offensive Language/Gestures",<N/S>,None,<N/S>,<N/S>,Notified Supervisor,,,
12/11/2024,Other,Security,Other,Verbal,accusing patient of shooting up drugs; Intimidation; Screaming or Yelling,N/A or Unknown,None,<N/S>,<N/S>,Called 911,,,
12/9/2024,Other,<N/S>,Outpatient,Physical,Pushed; stuck by patient with both hands,<N/S>,None,<N/S>,<N/S>,De-escalation Techniques Utilized,,,
12/12/2024,Other,<N/S>,Outpatient,Verbal,Intimidation,<N/S>,None,<N/S>,<N/S>,De-escalation Techniques Utilized; Notified Security; Notified Supervisor,,,
12/6/2024,Other,<N/S>,Outpatient,Verbal,"Profane, Lewd or Aggressive Language; Unwelcome or Offensive Language/Gestures",<N/S>,None,<N/S>,<N/S>,De-escalation Techniques Utilized; Notified Supervisor,,,
12/10/2024,Other,Administration/Support Services,Outpatient,Verbal,"Profane, Lewd or Aggressive Language",<N/S>,None,<N/S>,<N/S>,De-escalation Techniques Utilized; Notified Supervisor,,,
12/12/2024,Other,<N/S>,Resident (LTC),Verbal,"Intimidation; Profane, Lewd or Aggressive Language",<N/S>,None,<N/S>,<N/S>,De-escalation Techniques Utilized,,,
12/12/2024,ED,<N/S>,Outpatient,Verbal,"Gender / Sexist Comments; Profane, Lewd or Aggressive Language; Screaming or Yelling; Unwelcome or Offensive Language/Gestures",<N/S>,None,<N/S>,<N/S>,Behavioral Expectations Reviewed; Called 911; De-escalation Techniques Utilized; Notified Security,,,
12/12/2024,Other,<N/S>,Outpatient,Verbal,Intimidation; Screaming or Yelling; Unwelcome or Offensive Language/Gestures,<N/S>,None,<N/S>,<N/S>,Behavioral Expectations Reviewed,,,
12/13/2024,ED,<N/S>,Inpatient,Physical,Kicked; Scratched,<N/S>,Mild,None - No emotional and/or psychological impact,ED,Chemical Restraint; De-escalation Techniques Utilized; Notified Security; Notified Supervisor; Physical Hold; Seclusion,,,
12/13/2024,Other,<N/S>,Other,Verbal,Harassment,<N/S>,None,<N/S>,<N/S>,Notified Supervisor,,,
12/13/2024,Other,Physician/APP,Outpatient,Written/Digital,"Intimidation; Profane, Lewd or Aggressive Language",<N/S>,None,<N/S>,<N/S>,Behavioral Expectations Reviewed,,,
12/13/2024,BC,<N/S>,Inpatient,Physical,Hit w/ Object,<N/S>,Other,Moderate - Moderate emotional and/or psychological impact with no missed work.,<N/S>,Behavioral Expectations Reviewed; De-escalation Techniques Utilized,,,
12/14/2024,SCU,"Nurse (RN, LPN, LNA)",Inpatient,Physical,Hit w/ Fist; Kicked,<N/S>,None,<N/S>,<N/S>,Chemical Restraint; De-escalation Techniques Utilized; Mechanical Restraint; Physical Hold,,,
12/14/2024,ED,"Nurse (RN, LPN, LNA)",Inpatient,Physical,Bitten,<N/S>,Mild,None - No emotional and/or psychological impact,<N/S>,Behavioral Expectations Reviewed; De-escalation Techniques Utilized; Notified Clinical Physician Resources; Notified Security; Notified Supervisor; Physical Hold,,,
12/14/2024,Other,Security,Outpatient,Verbal,Intimidation; spit in face; Threat of Violence,<N/S>,None,<N/S>,<N/S>,<N/S>,,,
12/14/2024,Other,Security,Inpatient,Physical,<N/S>,<N/S>,None,<N/S>,<N/S>,<N/S>,,,
12/14/2024,BC,<N/S>,Inpatient,Verbal,Racial / Cultural Comments; Unwelcome or Offensive Language/Gestures,<N/S>,None,<N/S>,<N/S>,Behavioral Expectations Reviewed; De-escalation Techniques Utilized,,,
12/13/2024,BC,<N/S>,Inpatient,Verbal,"Profane, Lewd or Aggressive Language; Unwelcome or Offensive Language/Gestures",<N/S>,None,<N/S>,<N/S>,Behavioral Expectations Reviewed; De-escalation Techniques Utilized,,,
12/14/2024,BC,<N/S>,Inpatient,Verbal,"Profane, Lewd or Aggressive Language; Unwelcome or Offensive Language/Gestures",<N/S>,None,<N/S>,<N/S>,Behavioral Expectations Reviewed,,,
12/14/2024,Other,<N/S>,Resident (LTC),Verbal,"Intimidation; Profane, Lewd or Aggressive Language",<N/S>,None,<N/S>,<N/S>,De-escalation Techniques Utilized,,,
12/14/2024,Other,<N/S>,Inpatient,Physical,Bitten,<N/S>,None,<N/S>,<N/S>,De-escalation Techniques Utilized,,,
12/14/2024,Other,<N/S>,Inpatient,Physical,Assault w/ Bodily Fluids; Grabbed; Hit w/ Fist; Intimidation; Pushed; Scratched; Threat of Violence,<N/S>,Mild,None - No emotional and/or psychological impact,ED,De-escalation Techniques Utilized; Mechanical Restraint; Notified Security; Physical Hold,,,
12/14/2024,Other,Other,Inpatient,Physical,Kicked,<N/S>,Other,Mild - Upset / Angry / Scared / Humiliated,ED,Notified Supervisor,,,
12/14/2024,BC,<N/S>,Inpatient,Verbal,"Intimidation; Profane, Lewd or Aggressive Language; Racial / Cultural Comments; Screaming or Yelling; Threat of Violence",<N/S>,None,<N/S>,<N/S>,De-escalation Techniques Utilized,,,
12/15/2024,Other,<N/S>,Inpatient,Physical,Grabbed; Intimidation; Threat of Violence,<N/S>,None,<N/S>,<N/S>,Behavioral Expectations Reviewed; Chemical Restraint; De-escalation Techniques Utilized; Notified Clinical Physician Resources,,,
12/14/2024,BC,<N/S>,Inpatient,Physical,Bitten; Grabbed; Pushed,<N/S>,None,<N/S>,<N/S>,Behavioral Expectations Reviewed; De-escalation Techniques Utilized; Notified Supervisor,,,
12/15/2024,BC,<N/S>,Inpatient,Property Damage/Vandalism,Aggression Toward an Inanimate Object,<N/S>,None,<N/S>,<N/S>,Notified Supervisor,,,
12/15/2024,Other,<N/S>,Outpatient,Written/Digital,"Profane, Lewd or Aggressive Language; Threat of Violence",<N/S>,None,<N/S>,<N/S>,Notified Supervisor,,,
12/15/2024,Other,Other,Inpatient,Physical,Hit w/ head; Pinched; Unwelcome or Offensive Touching,Mom unable to take patient home; PNMI/Residential Placement Unavailable,None,<N/S>,<N/S>,De-escalation Techniques Utilized,,,
12/16/2024,ED,<N/S>,Outpatient,Verbal,"Intimidation; Profane, Lewd or Aggressive Language; Screaming or Yelling; Threat of Violence",<N/S>,None,<N/S>,<N/S>,Called 911; De-escalation Techniques Utilized; Notified Security; Notified Supervisor,,,
12/16/2024,ED,<N/S>,Visitor,Verbal,"Intimidation; Profane, Lewd or Aggressive Language; Screaming or Yelling; Threat of Violence; Unwelcome or Offensive Language/Gestures",<N/S>,None,<N/S>,<N/S>,Called 911; De-escalation Techniques Utilized; Notified Security; Notified Supervisor,,,
12/13/2024,Other,<N/S>,Outpatient,Verbal,Intimidation,<N/S>,None,<N/S>,<N/S>,Notified Supervisor,,,
12/16/2024,ED,<N/S>,Inpatient,Physical,Threat of Violence,N/A or Unknown,None,<N/S>,<N/S>,De-escalation Techniques Utilized; Notified Supervisor,,,
12/16/2024,Other,<N/S>,Outpatient,Verbal,Intimidation; Unwelcome or Offensive Language/Gestures,<N/S>,None,<N/S>,<N/S>,Notified Clinical Physician Resources,,,
12/17/2024,BC,<N/S>,Inpatient,Physical,Hit w/ Fist,<N/S>,Mild,None - No emotional and/or psychological impact,Other (please specify),De-escalation Techniques Utilized,,,
12/17/2024,BC,<N/S>,Inpatient,Physical,Hit w/ Fist,<N/S>,None,<N/S>,<N/S>,Called Code Gray; Mechanical Restraint; Physical Hold,,,
12/17/2024,SCU,<N/S>,Inpatient,Physical,Kicked,<N/S>,None,<N/S>,<N/S>,Chemical Restraint; De-escalation Techniques Utilized; Notified Clinical Physician Resources; Notified Supervisor,,,
12/17/2024,Other,"Nurse (RN, LPN, LNA)",Outpatient,Verbal,"Profane, Lewd or Aggressive Language; Unwelcome or Offensive Language/Gestures",N/A or Unknown,None,<N/S>,<N/S>,De-escalation Techniques Utilized,,,
12/16/2024,ED,<N/S>,Outpatient,Verbal,Screaming or Yelling; THROWING THINGS IN THE ROOM,<N/S>,None,<N/S>,<N/S>,Called Code Gray,,,
12/17/2024,Med/Surg/Inpatient,Allied Health/Technologist,Inpatient,Physical,Bitten; Choked; Grabbed; Kicked; Pushed,Psychiatric Bed Unavailable,None,<N/S>,<N/S>,Behavioral Expectations Reviewed; De-escalation Techniques Utilized; Notified Supervisor,,,
12/17/2024,Med/Surg/Inpatient,<N/S>,Inpatient,Physical,Kicked,<N/S>,Mild,Mild - Upset / Angry / Scared / Humiliated,Other (please specify),Notified Supervisor,,,
12/17/2024,ED,<N/S>,Outpatient,Verbal,Intimidation; Screaming or Yelling,<N/S>,None,<N/S>,<N/S>,De-escalation Techniques Utilized,,,
12/17/2024,Other,<N/S>,Outpatient,Verbal,Racial / Cultural Comments; Screaming or Yelling,<N/S>,None,<N/S>,<N/S>,De-escalation Techniques Utilized; Notified Security; Notified Supervisor,,,
12/17/2024,Other,<N/S>,Inpatient,Physical,Kicked,<N/S>,None,<N/S>,<N/S>,Called Code Gray; De-escalation Techniques Utilized; Notified Clinical Physician Resources; Notified Security; Notified Supervisor; Physical Hold,,,
12/17/2024,ED,<N/S>,Outpatient,Physical,Kicked,<N/S>,None,<N/S>,<N/S>,De-escalation Techniques Utilized; Notified Security,,,
12/17/2024,ED,<N/S>,Outpatient,Physical,Grabbed; Intimidation; Threat of Violence; Unwelcome or Offensive Touching,<N/S>,Mild,Mild - Upset / Angry / Scared / Humiliated,ED,Called 911; De-escalation Techniques Utilized; Notified Security; Notified Supervisor,,,
12/17/2024,Other,<N/S>,Inpatient,Property Damage/Vandalism,Aggression Toward an Inanimate Object; Verbal aggression toward staff,<N/S>,None,<N/S>,<N/S>,Called Code Gray; De-escalation Techniques Utilized,,,
12/18/2024,Other,<N/S>,Other,Verbal,"Profane, Lewd or Aggressive Language",<N/S>,None,<N/S>,<N/S>,Notified Supervisor,,,
12/18/2024,Med/Surg/Inpatient,<N/S>,Inpatient,Physical,Kicked,<N/S>,None,<N/S>,<N/S>,De-escalation Techniques Utilized,,,
12/18/2024,ED,Physician/APP,Other,Written/Digital,Intimidation; Threat of Violence,<N/S>,None,<N/S>,<N/S>,Behavioral Expectations Reviewed; De-escalation Techniques Utilized; Physical Hold,,,
12/18/2024,ED,<N/S>,Inpatient,Physical,Pushed,<N/S>,None,<N/S>,<N/S>,De-escalation Techniques Utilized; Physical Hold,,,
12/17/2024,Other,Other,Outpatient,Verbal,Gender / Sexist Comments; Unwelcome or Offensive Language/Gestures,N/A or Unknown,None,<N/S>,<N/S>,Notified Supervisor,,,
12/19/2024,SCU,<N/S>,Visitor,Verbal,"Intimidation; Profane, Lewd or Aggressive Language; Screaming or Yelling; Threat of Violence",<N/S>,None,<N/S>,<N/S>,Behavioral Expectations Reviewed; De-escalation Techniques Utilized; Notified Security; Notified Supervisor,,,
12/19/2024,ED,<N/S>,Outpatient,Verbal,"Profane, Lewd or Aggressive Language; Screaming or Yelling; Unwelcome or Offensive Language/Gestures",<N/S>,None,<N/S>,<N/S>,Notified Security,,,
12/19/2024,Other,<N/S>,Outpatient,Verbal,"Profane, Lewd or Aggressive Language",<N/S>,None,<N/S>,<N/S>,De-escalation Techniques Utilized; Notified Supervisor,,,
12/20/2024,Other,<N/S>,Outpatient,Verbal,Screaming or Yelling; Unwelcome or Offensive Language/Gestures,<N/S>,None,<N/S>,<N/S>,De-escalation Techniques Utilized; Notified Supervisor,,,
12/20/2024,Other,Education,Outpatient,Physical,Hit w/ Fist,<N/S>,Other,None - No emotional and/or psychological impact,Other (please specify),De-escalation Techniques Utilized; Physical Hold; Seclusion,,,
12/19/2024,Other,<N/S>,Outpatient,Physical,Bitten,<N/S>,Moderate,None - No emotional and/or psychological impact,<N/S>,Behavioral Expectations Reviewed; De-escalation Techniques Utilized,,,
12/20/2024,Other,<N/S>,Outpatient,Verbal,"Gender / Sexist Comments; Profane, Lewd or Aggressive Language",<N/S>,None,<N/S>,<N/S>,Behavioral Expectations Reviewed; Notified Supervisor,,,
12/13/2024,ED,<N/S>,Inpatient,Physical,Assault w/ Bodily Fluids,<N/S>,None,<N/S>,<N/S>,Notified Supervisor,,,
12/20/2024,Other,<N/S>,Inpatient,Physical,Hit w/ Object,<N/S>,Mild,None - No emotional and/or psychological impact,Other (please specify),De-escalation Techniques Utilized; Notified Clinical Physician Resources; Notified Supervisor,,,
12/21/2024,Other,<N/S>,Inpatient,Physical,Intimidation; Screaming or Yelling; Threat of Violence,<N/S>,None,<N/S>,<N/S>,Behavioral Expectations Reviewed; De-escalation Techniques Utilized; Notified Supervisor,,,
12/21/2024,Med/Surg/Inpatient,Other,Inpatient,Physical,Hit w/ Fist,<N/S>,None,<N/S>,<N/S>,De-escalation Techniques Utilized; Notified Supervisor,,,
12/21/2024,Other,<N/S>,Inpatient,Physical,Kicked,<N/S>,None,<N/S>,<N/S>,Behavioral Expectations Reviewed; De-escalation Techniques Utilized; Notified Supervisor,,,
12/21/2024,ED,<N/S>,Inpatient,Physical,Unwelcome or Offensive Touching,N/A or Unknown,None,<N/S>,<N/S>,De-escalation Techniques Utilized,,,
12/22/2024,BC,<N/S>,Inpatient,Physical,Grabbed; Hit w/ Fist; Pushed,<N/S>,None,<N/S>,<N/S>,Called Code Gray; Physical Hold,,,
12/19/2024,Other,<N/S>,Visitor,Verbal,"Profane, Lewd or Aggressive Language",<N/S>,None,<N/S>,<N/S>,Behavioral Expectations Reviewed; De-escalation Techniques Utilized; Notified Supervisor,,,
12/20/2024,Other,<N/S>,Outpatient,Verbal,Threat of Violence,<N/S>,None,<N/S>,<N/S>,Behavioral Expectations Reviewed; De-escalation Techniques Utilized; Notified Security; Notified Supervisor,,,
12/23/2024,Other,<N/S>,Outpatient,Verbal,"Profane, Lewd or Aggressive Language; Screaming or Yelling; Unwelcome or Offensive Language/Gestures",<N/S>,None,<N/S>,<N/S>,De-escalation Techniques Utilized; Notified Supervisor,,,
12/23/2024,Other,"Nurse (RN, LPN, LNA)",Outpatient,Verbal,Intimidation; Screaming or Yelling,<N/S>,None,<N/S>,<N/S>,De-escalation Techniques Utilized,,,
12/23/2024,Other,<N/S>,Other,Physical,Aggression Toward an Inanimate Object,<N/S>,Severe,None - No emotional and/or psychological impact,ED,Behavioral Expectations Reviewed,,,
12/22/2024,Other,"Nurse (RN, LPN, LNA)",Inpatient,Physical,Hit w/ Fist,Homelessness/Lack of Housing,None,<N/S>,<N/S>,Behavioral Expectations Reviewed; Chemical Restraint; De-escalation Techniques Utilized; Notified Clinical Physician Resources,,,
12/23/2024,ED,<N/S>,Inpatient,Physical,Assault w/ Weapon; Threat of Violence,<N/S>,None,<N/S>,<N/S>,Called 911; Notified Supervisor,,,
12/23/2024,BC,<N/S>,Inpatient,Physical,Grabbed; Scratched,<N/S>,Mild,None - No emotional and/or psychological impact,<N/S>,Physical Hold,,,
12/24/2024,Other,"Nurse (RN, LPN, LNA)",Inpatient,Physical,Intimidation; Stalking or Terrorizing; Unwelcome or Offensive Touching,<N/S>,None,<N/S>,<N/S>,De-escalation Techniques Utilized; Notified Clinical Physician Resources; Notified Supervisor,,,
12/25/2024,Other,"Nurse (RN, LPN, LNA)",Inpatient,Physical,Pushed,<N/S>,None,<N/S>,<N/S>,Called Code Gray,,,
12/24/2024,Other,<N/S>,Outpatient,Verbal,"Gender / Sexist Comments; Intimidation; Profane, Lewd or Aggressive Language; Racial / Cultural Comments; Unwelcome or Offensive Language/Gestures",<N/S>,None,<N/S>,<N/S>,Notified Supervisor,,,
12/26/2024,Other,<N/S>,Outpatient,Property Damage/Vandalism,"Aggression Toward an Inanimate Object; yelling, swearing, intimidation; Destruction of property",<N/S>,None,<N/S>,<N/S>,Called 911; De-escalation Techniques Utilized; Notified Security,,,
12/26/2024,Other,Allied Health/Technologist,Outpatient,Verbal,Screaming or Yelling,<N/S>,None,<N/S>,<N/S>,Notified Supervisor,,,
12/26/2024,Other,<N/S>,Inpatient,Verbal,Intimidation; Screaming or Yelling; Threat of Violence; Unwelcome or Offensive Language/Gestures,<N/S>,None,<N/S>,<N/S>,Called Code Gray; De-escalation Techniques Utilized; Notified Clinical Physician Resources; Notified Security; Notified Supervisor,,,
12/27/2024,Other,<N/S>,Inpatient,Physical,Hit w/ Fist,<N/S>,None,<N/S>,<N/S>,Behavioral Expectations Reviewed; Called Code Gray; De-escalation Techniques Utilized,,,
12/27/2024,Other,<N/S>,Other,Verbal,Intimidation; Screaming or Yelling,<N/S>,None,<N/S>,<N/S>,Notified Supervisor,,,
12/28/2024,Other,<N/S>,Inpatient,Physical,Hit w/ Fist; Threat of Violence,<N/S>,None,<N/S>,<N/S>,Behavioral Expectations Reviewed; De-escalation Techniques Utilized; Notified Supervisor,,,
12/28/2024,Other,Allied Health/Technologist,Inpatient,Verbal,Unwelcome or Offensive Language/Gestures,<N/S>,None,<N/S>,<N/S>,Behavioral Expectations Reviewed,,,
12/28/2024,Other,<N/S>,Inpatient,Physical,Grabbed,<N/S>,None,<N/S>,<N/S>,De-escalation Techniques Utilized; Notified Supervisor,,,
12/25/2024,Other,<N/S>,Inpatient,Physical,Hit w/ Object,<N/S>,None,<N/S>,<N/S>,Called Code Gray; De-escalation Techniques Utilized; Notified Security; Physical Hold,,,
12/29/2024,Other,<N/S>,Inpatient,Physical,Hit w/ Fist; Kicked; Threat of Violence,<N/S>,None,<N/S>,<N/S>,Behavioral Expectations Reviewed; De-escalation Techniques Utilized; Notified Supervisor,,,
12/25/2024,Other,Other,Inpatient,Physical,Hit w/ Fist,<N/S>,None,<N/S>,<N/S>,Called Code Gray; De-escalation Techniques Utilized; Notified Security; Physical Hold,,,
12/29/2024,Other,<N/S>,Inpatient,Physical,Slapped,<N/S>,None,<N/S>,<N/S>,De-escalation Techniques Utilized,,,
12/29/2024,Other,<N/S>,Inpatient,Physical,Hit w/ Fist,<N/S>,Mild,None - No emotional and/or psychological impact,<N/S>,Called Code Gray; Chemical Restraint; De-escalation Techniques Utilized; Notified Clinical Physician Resources; Notified Security; Notified Supervisor; Physical Hold,,,
12/29/2024,Other,<N/S>,Inpatient,Verbal,Screaming or Yelling; Threat of Violence; Unwelcome or Offensive Language/Gestures,<N/S>,None,<N/S>,<N/S>,Behavioral Expectations Reviewed; Called Code Gray; De-escalation Techniques Utilized; Notified Clinical Physician Resources; Notified Security; Notified Supervisor,,,
12/29/2024,ED,"Nurse (RN, LPN, LNA)",Outpatient,Physical,Hit w/ Fist,<N/S>,Other,Mild - Upset / Angry / Scared / Humiliated,<N/S>,Behavioral Expectations Reviewed; De-escalation Techniques Utilized; Notified Security; Notified Supervisor,,,
12/29/2024,ED,<N/S>,Inpatient,Physical,Hit w/ Fist,<N/S>,None,<N/S>,<N/S>,Called 911; De-escalation Techniques Utilized; Notified Security; Notified Supervisor,,,
12/30/2024,BC,<N/S>,Inpatient,Physical,Assault w/ Bodily Fluids; Hit w/ Fist,<N/S>,None,<N/S>,<N/S>,Called Code Gray; De-escalation Techniques Utilized; Notified Security; Notified Supervisor; Physical Hold; Seclusion,,,
12/30/2024,BC,<N/S>,Inpatient,Physical,Hit w/ Fist,<N/S>,None,<N/S>,<N/S>,Called Code Gray,,,
12/30/2024,Other,<N/S>,Outpatient,Verbal,Intimidation,<N/S>,None,<N/S>,<N/S>,De-escalation Techniques Utilized,,,
12/30/2024,ED,<N/S>,Outpatient,Verbal,Threat of Violence,<N/S>,None,<N/S>,<N/S>,Behavioral Expectations Reviewed,,,
12/30/2024,Other,<N/S>,Outpatient,Verbal,"Intimidation; Profane, Lewd or Aggressive Language; Screaming or Yelling; Unwelcome or Offensive Language/Gestures",<N/S>,None,<N/S>,<N/S>,De-escalation Techniques Utilized; Notified Clinical Physician Resources; Notified Security,,,
12/30/2024,Other,<N/S>,Outpatient,Physical,Kicked,<N/S>,Mild,None - No emotional and/or psychological impact,Other (please specify),Behavioral Expectations Reviewed; De-escalation Techniques Utilized; Notified Supervisor; Physical Hold,,,
12/30/2024,Other,"Nurse (RN, LPN, LNA)",Outpatient,Verbal,Intimidation,<N/S>,None,<N/S>,<N/S>,De-escalation Techniques Utilized,,,
12/27/2024,Other,"Nurse (RN, LPN, LNA)",Inpatient,Written/Digital,"Gender / Sexist Comments; Intimidation; Profane, Lewd or Aggressive Language; Unwelcome or Offensive Language/Gestures",N/A or Unknown,None,<N/S>,<N/S>,Behavioral Expectations Reviewed; Notified Supervisor,,,
12/31/2024,BC,<N/S>,Inpatient,Physical,Assault w/ Bodily Fluids,<N/S>,Mild,Mild - Upset / Angry / Scared / Humiliated,Other (please specify),Called Code Gray,,,
12/31/2024,ED,<N/S>,Inpatient,Physical,Pushed,<N/S>,None,<N/S>,<N/S>,Called Code Gray; De-escalation Techniques Utilized; Notified Clinical Physician Resources; Notified Security; Notified Supervisor,,,
12/30/2024,Med/Surg/Inpatient,<N/S>,Inpatient,Physical,Grabbed; Hit w/ Fist; Pushed; Scratched,<N/S>,Mild,None - No emotional and/or psychological impact,Other (please specify),Called 911; De-escalation Techniques Utilized; Notified Security; Notified Supervisor; Physical Hold,,,
12/27/2024,Other,<N/S>,Outpatient,Verbal,Stalking or Terrorizing,<N/S>,None,<N/S>,<N/S>,Notified Supervisor,,,
12/31/2024,Other,<N/S>,Visitor,Verbal,"Profane, Lewd or Aggressive Language; Unwelcome or Offensive Language/Gestures",<N/S>,None,<N/S>,<N/S>,Behavioral Expectations Reviewed; De-escalation Techniques Utilized; Notified Supervisor,,,
12/31/2024,Other,<N/S>,Inpatient,Physical,Pushed,<N/S>,None,<N/S>,<N/S>,De-escalation Techniques Utilized; Notified Security; Notified Supervisor,,,
12/28/2024,Other,<N/S>,Inpatient,Verbal,"Profane, Lewd or Aggressive Language; Unwelcome or Offensive Language/Gestures",<N/S>,None,<N/S>,<N/S>,Notified Supervisor; Seclusion,,,
12/30/2024,Other,<N/S>,Inpatient,Written/Digital,Stalking or Terrorizing; Unwelcome or Offensive Language/Gestures,<N/S>,None,<N/S>,<N/S>,Notified Supervisor,,,
12/31/2024,ED,<N/S>,Outpatient,Verbal,Unwelcome or Offensive Language/Gestures,<N/S>,None,<N/S>,<N/S>,De-escalation Techniques Utilized,,,
1/16/2024,Med/Surg/Inpatient,Physician/Advanced Practice Provider,Patient,Physical,Kicking/Hitting/Beating,Unknown,Mild - Mild Soreness/Abrasions/Scratches/Small Bruises,Mild - Upset/Angry/Scared/Humiliated,Unknown,De-escalation Techniques,"hit employee in theface, struck physician with call bell, threatened staff with plastic knife, hit provider in the groin.",Patient room,
