Event Date,Physical Injury Incurred? Level of Care,Type of Person Affected,Occupational category of Person Impacted,Type of Violence,Primary Assault Description ,Immediate Actions (Reported),Contributing Factors (Reported),Nature of Injury,Location of Injury on Body,Emotional and/or Psychological Impact,Assault Description,Care/Service Area,Department,OSHA Recordable?,Law Enforcement Contacted,Charges Pressed
9/3/2024,Yes,Employee,REGISTERED NURSE II,Abuse/Assault (Physical),Grabbing/Pinching/Scratching/Hair Pull; Kicking/Hitting/Beating,Chemical Restraint/Medication administered; Physical Restraints utilized; Seclusion of Patient; EAP - Offered/Employee Assistance Program Information Provided,Action by Patient/Resident; Patient - Lack of Understanding; Patient - Language Barrier; Resource (Foster) Home Placement Unavailable,Abrasion,Two abrasions midline on Neck,  ,Pt. grabbed RN by the collar of scrubs and necklaces and scratched neck. Pt was restrained in a physical hold by security and RN. Pt. began kicking and attempting to bite staff. Security and RN was kicked.?,Emergency Department,Emergency Department,No,,
9/4/2024,Yes,Employee,PSYCHIATRIC TECHNICIAN I,Abuse/Assault (Physical),  ,Physical Restraints utilized,Action by Patient/Resident,Abrasion,Long scratch on left forearm,  ,"During a restraint in the seclusion room, a K1S patient kicked and scratched my left arm. The scratch bled slightly but did not need stitches/extra medical care.?",Patient Unit - Psych/Behavioral Health,Katahdin 1 South,  ,,
9/4/2024,No,Employee,PSYCHIATRIC TECHNICIAN I,Abuse/Assault (Physical),  ,Physical Restraints utilized,Action by Patient/Resident; Communication Failure; Staff - Proficiency Issue; Task - Emergency Situation; Task - Inexperienced Staff,  ,,  ,"Writer was hit in the chest and neck during a restraint. Writer was on right arm, another staff member was assigned to left arm, left arm staff member did countdown and did not grab onto arm when countdown was finished, leaving the left arm able to swing at writer.?",Patient Unit - Psych/Behavioral Health,Katahdin 1 South,  ,,
9/4/2024,No,Employee,Staff Nurse,Abuse/Assault (Physical),Spitting,Other,Action by Patient/Resident; Agitated; Patient - Lack of Understanding,  ,,  ,Pt was getting agitated in the shower and pt walked up to nurse and spit on her.?,Emergency Department,Emergency Department,  ,,
9/4/2024,Yes,Employee,PSYCHIATRIC TECHNICIAN,Abuse/Assault (Physical),Kicking/Hitting/Beating,Chemical Restraint/Medication administered; Seclusion of Patient; EAP - Offered/Employee Assistance Program Information Provided,Action by Patient/Resident,Other,Abdomen,  ,"Patient was getting agitated and would try to hit one of med staff or security but we could redirect him. Patient was looking and stepping toward security staff he then kicked back at me, security then brought him to the floor till it was decided that he would be put into seclusion.",Emergency Department,Emergency Department,No,,
9/4/2024,No,Employee,TELECOMMUNICATIONS OPERATOR,abuse/assault (verbal),  ,Law Enforcement involved/notified; Reinstruction of Visitor/Other,Action by Visitor/Other,  ,,  ,On 09/05/2024 at 2303 security receives a call from TOS reporting that she has received 4 calls from a man throughout the evening. the man is making her uncomfortable and has been professing his love to her. She states that she has attempted to transfer the caller to the security desk. Security reports that the caller has been hanging up upon the call being answered by a male voice. Security supervisor instructs TOS to keep security informed of any other calls that occur. At 2306 the caller is transferred to security again. Security supervisor speaks with the individual and instructs him to stop calling and harassing the operator. He is informed that Bangor PD will be notified. The operator calls back and reports that the man has called her again. Security supervisor calls Bangor PD dispatch and informs them of the ongoing harassment. Bangor dispatch states an officer will be assigned the call and will contact security for additional info. At 2318 Bangor PD calls the security desk and is informed about the ongoing harassment. The PD Officer is forwarded to the operator to further discuss the issue. Bangor PD Case# 23-066589. At 2352 the operator calls back afterwards and informs security that she will be hanging up on calls from that number to avoid further harassment as he called again after PD spoke with him he was upset but did not make any threats to her.,"Patient Services (Call Center, Registration, Scheduling, Billing)",Switchboard,  ,,
9/5/2024,  ,Employee,  ,Aggression Toward an Inanimate Object,  ,No Action,Team - Unplanned Workload Increase; Workplace Stress,  ,,  ,"A coworker was talking to a patient about getting rescheduled when the provider spoke up and said the patient could be seen at the time this incident occurred. The coworker turned on her heel and pulled the door shut with a slam, walking away with an irate pace.",Outpt Practice - Specialties,Cardiology Clinic,  ,,
9/5/2024,No,Employee,PSYCHIATRIC TECHNICIAN I,Abuse/Assault (Physical),Kicking/Hitting/Beating,Physical Restraints utilized,Patient - Lack of Compliance/Adherence,  ,,  ,Patient punched me in the stomach,Patient Unit - Psych/Behavioral Health,Katahdin 2 South,  ,,
9/5/2024,Yes,Employee,PSYCH CLIN I- IP/LCPC-C,Abuse/Assault (Physical),Biting,Physical Restraints utilized; Reported to department leader; Treatment Provided,Action by Patient/Resident; Lack of/Inadequate Training,Bite - Human,right forearm/wrist,  ,"pt escalated, going towards other pt, got pt arm, Clinician intervened to separate pts.Standing childs hold initiated, pt. bit Clinician and broke skin on right forearm. Clinician was seen at workhealth, bite was bandaged, no further follow up needed",Patient Unit - Psych/Behavioral Health,Katahdin 2 South,No,,
9/5/2024,Yes,Employee,PSYCHIATRIC TECHNICIAN I,Abuse/Assault (Physical),Kicking/Hitting/Beating,No Action,Action by Patient/Resident,Pain,chest,  ,"While in child's hold with a patient, patient head-butted me in the chest with great force. I vocalized to all staff supporting the restraint that it hurt and to transition to supine.",Patient Unit - Psych/Behavioral Health,Katahdin 2 South,No,,
9/5/2024,No,Employee,PSYCHIATRIC TECHNICIAN,Abuse/Assault (Physical),Spitting; Pushing/Shoving,Seclusion of Patient; EAP - Offered/Employee Assistance Program Information Provided,Patient - Lack of Understanding,  ,,  ,Patient was standing at the half wall in the DEA. Patient became agitated and spit on me. Later shoved into a wall.,Emergency Department,Emergency Department,  ,,
9/6/2024,Yes,Employee,RESOURCE TECHNICIAN,Abuse/Assault (Physical),  ,De-escalation techniques; Physical Restraints utilized; Reported to department leader; Seclusion of Patient,Action by Patient/Resident; Staff - Inadequate System for Covering Patient Care; Staff - Insufficient Staff,Other; Pain,Right cheek,  ,patient punched/hit this tech in the face while trying to put patient into a standing hold no staff to help this tech control patient all staff assigned to 1:1s and checks.,Patient Unit - Psych/Behavioral Health,Katahdin 2 South,  ,,
9/6/2024,Yes,Employee,PSYCHIATRIC TECHNICIAN I,Abuse/Assault (Physical),Kicking/Hitting/Beating,Emergency Call/Code,Action by Patient/Resident,Pain,left shoulder?,  ,writer got kicked in left shoulder by patient during restraint x2.?,Patient Unit - Psych/Behavioral Health,Katahdin 1 North,Yes,, 
9/6/2024,No,Employee,PSYCHIATRIC TECHNICIAN,Abuse/Assault (Physical),Kicking/Hitting/Beating,De-escalation techniques; EAP - Offered/Employee Assistance Program Information Provided,Action by Patient/Resident,  ,,  ,ED psych tech was attempting to put patient in a physical hold and was hit in the shoulder.?,Emergency Department,Emergency Department,  ,,
9/6/2024,No,Employee,PSYCHIATRIC TECHNICIAN,Abuse/Assault (Physical),Kicking/Hitting/Beating,Treatment Provided; EAP - Offered/Employee Assistance Program Information Provided,Communication Failure,  ,,  ,Tech was over in the milieu helping nurse with the pt. pt stared to get upset and punched tech in the chest and then tried to kick tech. Tech then left while nurse took care of situation.?,Emergency Department,Emergency Department,  ,,
9/8/2024,No,Employee,Staff Nurse,Abuse/Assault (Physical),Kicking/Hitting/Beating; Throwing an Object/Breaking Object,De-escalation techniques; EAP - Offered/Employee Assistance Program Information Provided,Altered Mental Status,  ,,  ,"  RN at bedside to release restraints per policy. One arm released from restraints and patient became agitated grabbing cords and kicking. this RN at bedside. pt whipping call bell at staff and struck RN's hand. Pt pulling at telemetry cords/pulse oximetry cords. Pt picking at right dialysis catheter dressing. Dr   notified. De escalation techniques used. Charge RN and Dr sharma at bedside, with distraction and conversation able to get arm safely back in soft limb restraint for protection of right femoral dialysis catheter site. Pt calm after repositioning and distraction.
",Patient Unit - Cardiac Tele/Intermediate Care,Cardiac Unit - P6,  ,,
9/8/2024,No,Employee,Staff Nurse,Abuse/Assault (Physical),Grabbing/Pinching/Scratching/Hair Pull; Pushing/Shoving,De-escalation techniques; EAP - Offered/Employee Assistance Program Information Provided,Action by Patient/Resident,  ,,  ,ED RN was attempting to de-escalated patient in the DEA and pt grabbed her shirt and pushed her into the wall.?,Emergency Department,Emergency Department,  ,,
9/8/2024,No,Employee,Staff Nurse,Abuse/Assault (Physical),Kicking/Hitting/Beating,De-escalation techniques; EAP - Offered/Employee Assistance Program Information Provided,Action by Patient/Resident,  ,,  ,ED RN was kicked in the groin by DEA pt in rm 34 while attempting to offer the patient shorts to put on.?,Emergency Department,Emergency Department,  ,,
9/8/2024,No,Employee,Staff Nurse,Abuse/Assault (Physical),Kicking/Hitting/Beating,De-escalation techniques; EAP - Offered/Employee Assistance Program Information Provided,Action by Patient/Resident,  ,,  ,Pt in DEA was being brought to rm 34 and kicked ED RN.?,Emergency Department,Emergency Department,  ,,
9/9/2024,No,Employee,CHARGE NURSE,Abuse/Assault (Physical Attempted),Pushing/Shoving,Other; EAP - Offered/Employee Assistance Program Information Provided,Action by Patient/Resident; Agitated; Cognitive Impairment; Confused/Disoriented,  ,,  ,"Submission for , RN, charge. Patient was agitated and wanted to leave. Upset he needed to go take care of his animals. Charge went to talk to patient in is room, were he escalated further and pushed RN into the wall and raised hand that he was going to hit her. Second RN,  told the patient no and caught his arm. Both RNS pushed their stronglines and security arrived. Provider notified and came to assess. Ordered PRN zyprexa but patient was able to settle down after some convincing.?

Stephanie denies bodily injury or want to press charges.?

Patient does not have capacity and has very short-term memory deficits. He did not remember the incidence last night when asked about it this morning.?",Patient Unit - Medical/Surgical,Medical Surgical Unit - KPO3,  ,,
