Event Date,Facility Type,Department/Office Incident Took Place,Occupational Category of Person Affected,Aggressor,Type of Violence,Primary Contributing Factors,Severity of Assault,Primary Assault Description,Assault Description,Emotional and/ or Psychological Impact,Level of Care Needed,Response Action Taken,Split Roles,General Role,General Violence_Category,General Location,General Advanced Location,General Severity Category,General Severity Numerical,General Emotional Numerical
5/31/2024,Med/Surg/Inpatient,Patient room,"Nurse (RN, LPN), Physician/Advanced Practice Provider, Allied Health/Technologist",Patient,Physical,Altered Mental Status,None - No Contact/Unwanted Contact w/No Injury,"Grabbing/Pinching/Scratching/Hair Pull, Kicking/Hitting/Beating, Punched, Pushing/Shoving, Verbal Assault",Confused elderly patient attempting to leave ,None,,"Security Called, Law Enforcement Called, Physical Restraints Used, Chemical Restraint/Medication Administered, De-escalation Techniques","Nurse (RN, LPN)",Nurse,Physical Violence,Med/Surg/Inpatient,Clinical Unit,,0.0,0.0
5/31/2024,Med/Surg/Inpatient,Patient room,"Nurse (RN, LPN), Physician/Advanced Practice Provider, Allied Health/Technologist",Patient,Verbal,Altered Mental Status,None - No Contact/Unwanted Contact w/No Injury,"Grabbing/Pinching/Scratching/Hair Pull, Kicking/Hitting/Beating, Punched, Pushing/Shoving, Verbal Assault",Confused elderly patient attempting to leave ,None,,"Security Called, Law Enforcement Called, Physical Restraints Used, Chemical Restraint/Medication Administered, De-escalation Techniques","Nurse (RN, LPN)",Nurse,Verbal Abuse,Med/Surg/Inpatient,Clinical Unit,,0.0,0.0
5/31/2024,Med/Surg/Inpatient,Patient room,"Nurse (RN, LPN), Physician/Advanced Practice Provider, Allied Health/Technologist",Patient,Physical,Altered Mental Status,None - No Contact/Unwanted Contact w/No Injury,"Grabbing/Pinching/Scratching/Hair Pull, Kicking/Hitting/Beating, Punched, Pushing/Shoving, Verbal Assault",Confused elderly patient attempting to leave ,None,,"Security Called, Law Enforcement Called, Physical Restraints Used, Chemical Restraint/Medication Administered, De-escalation Techniques",Physician/Advanced Practice Provider,Physician/APP,Physical Violence,Med/Surg/Inpatient,Clinical Unit,,0.0,0.0
5/31/2024,Med/Surg/Inpatient,Patient room,"Nurse (RN, LPN), Physician/Advanced Practice Provider, Allied Health/Technologist",Patient,Verbal,Altered Mental Status,None - No Contact/Unwanted Contact w/No Injury,"Grabbing/Pinching/Scratching/Hair Pull, Kicking/Hitting/Beating, Punched, Pushing/Shoving, Verbal Assault",Confused elderly patient attempting to leave ,None,,"Security Called, Law Enforcement Called, Physical Restraints Used, Chemical Restraint/Medication Administered, De-escalation Techniques",Physician/Advanced Practice Provider,Physician/APP,Verbal Abuse,Med/Surg/Inpatient,Clinical Unit,,0.0,0.0
5/31/2024,Med/Surg/Inpatient,Patient room,"Nurse (RN, LPN), Physician/Advanced Practice Provider, Allied Health/Technologist",Patient,Physical,Altered Mental Status,None - No Contact/Unwanted Contact w/No Injury,"Grabbing/Pinching/Scratching/Hair Pull, Kicking/Hitting/Beating, Punched, Pushing/Shoving, Verbal Assault",Confused elderly patient attempting to leave ,None,,"Security Called, Law Enforcement Called, Physical Restraints Used, Chemical Restraint/Medication Administered, De-escalation Techniques",Allied Health/Technologist,Allied Health,Physical Violence,Med/Surg/Inpatient,Clinical Unit,,0.0,0.0
5/31/2024,Med/Surg/Inpatient,Patient room,"Nurse (RN, LPN), Physician/Advanced Practice Provider, Allied Health/Technologist",Patient,Verbal,Altered Mental Status,None - No Contact/Unwanted Contact w/No Injury,"Grabbing/Pinching/Scratching/Hair Pull, Kicking/Hitting/Beating, Punched, Pushing/Shoving, Verbal Assault",Confused elderly patient attempting to leave ,None,,"Security Called, Law Enforcement Called, Physical Restraints Used, Chemical Restraint/Medication Administered, De-escalation Techniques",Allied Health/Technologist,Allied Health,Verbal Abuse,Med/Surg/Inpatient,Clinical Unit,,0.0,0.0
5/31/2024,ED,Behavioral health unit,"Nurse (RN, LPN), Security",Patient,Physical,Inpatient Bed Unavailable,None - No Contact/Unwanted Contact w/No Injury,"Biting, Grabbing/Pinching/Scratching/Hair Pull, Kicking/Hitting/Beating, Punched, Pushing/Shoving, Verbal Assault",Pediatric BH patient attempting to leave,Mild,,"Security Called, Law Enforcement Called, Physical Restraints Used, Chemical Restraint/Medication Administered, De-escalation Techniques","Nurse (RN, LPN)",Nurse,Physical Violence,ED/ER,Clinical Unit,,0.0,1.0
5/31/2024,ED,Behavioral health unit,"Nurse (RN, LPN), Security",Patient,Verbal,Inpatient Bed Unavailable,None - No Contact/Unwanted Contact w/No Injury,"Biting, Grabbing/Pinching/Scratching/Hair Pull, Kicking/Hitting/Beating, Punched, Pushing/Shoving, Verbal Assault",Pediatric BH patient attempting to leave,Mild,,"Security Called, Law Enforcement Called, Physical Restraints Used, Chemical Restraint/Medication Administered, De-escalation Techniques","Nurse (RN, LPN)",Nurse,Verbal Abuse,ED/ER,Clinical Unit,,0.0,1.0
5/31/2024,ED,Behavioral health unit,"Nurse (RN, LPN), Security",Patient,Physical,Inpatient Bed Unavailable,None - No Contact/Unwanted Contact w/No Injury,"Biting, Grabbing/Pinching/Scratching/Hair Pull, Kicking/Hitting/Beating, Punched, Pushing/Shoving, Verbal Assault",Pediatric BH patient attempting to leave,Mild,,"Security Called, Law Enforcement Called, Physical Restraints Used, Chemical Restraint/Medication Administered, De-escalation Techniques",Security,Security,Physical Violence,ED/ER,Clinical Unit,,0.0,1.0
5/31/2024,ED,Behavioral health unit,"Nurse (RN, LPN), Security",Patient,Verbal,Inpatient Bed Unavailable,None - No Contact/Unwanted Contact w/No Injury,"Biting, Grabbing/Pinching/Scratching/Hair Pull, Kicking/Hitting/Beating, Punched, Pushing/Shoving, Verbal Assault",Pediatric BH patient attempting to leave,Mild,,"Security Called, Law Enforcement Called, Physical Restraints Used, Chemical Restraint/Medication Administered, De-escalation Techniques",Security,Security,Verbal Abuse,ED/ER,Clinical Unit,,0.0,1.0
6/1/2024,Med/Surg/Inpatient,Patient room,"Nurse (RN, LPN), Physician/Advanced Practice Provider, Allied Health/Technologist, Security",Patient,Physical,Altered Mental Status,None - No Contact/Unwanted Contact w/No Injury,"Grabbing/Pinching/Scratching/Hair Pull, Kicking/Hitting/Beating",Confused elderly patient attempting to leave ,None,,"Security Called, Law Enforcement Called, Physical Restraints Used, Chemical Restraint/Medication Administered, De-escalation Techniques, Emergency Call/Code","Nurse (RN, LPN)",Nurse,Physical Violence,Med/Surg/Inpatient,Clinical Unit,,0.0,0.0
6/1/2024,Med/Surg/Inpatient,Patient room,"Nurse (RN, LPN), Physician/Advanced Practice Provider, Allied Health/Technologist, Security",Patient,Physical,Altered Mental Status,None - No Contact/Unwanted Contact w/No Injury,"Grabbing/Pinching/Scratching/Hair Pull, Kicking/Hitting/Beating",Confused elderly patient attempting to leave ,None,,"Security Called, Law Enforcement Called, Physical Restraints Used, Chemical Restraint/Medication Administered, De-escalation Techniques, Emergency Call/Code",Physician/Advanced Practice Provider,Physician/APP,Physical Violence,Med/Surg/Inpatient,Clinical Unit,,0.0,0.0
6/1/2024,Med/Surg/Inpatient,Patient room,"Nurse (RN, LPN), Physician/Advanced Practice Provider, Allied Health/Technologist, Security",Patient,Physical,Altered Mental Status,None - No Contact/Unwanted Contact w/No Injury,"Grabbing/Pinching/Scratching/Hair Pull, Kicking/Hitting/Beating",Confused elderly patient attempting to leave ,None,,"Security Called, Law Enforcement Called, Physical Restraints Used, Chemical Restraint/Medication Administered, De-escalation Techniques, Emergency Call/Code",Allied Health/Technologist,Allied Health,Physical Violence,Med/Surg/Inpatient,Clinical Unit,,0.0,0.0
6/1/2024,Med/Surg/Inpatient,Patient room,"Nurse (RN, LPN), Physician/Advanced Practice Provider, Allied Health/Technologist, Security",Patient,Physical,Altered Mental Status,None - No Contact/Unwanted Contact w/No Injury,"Grabbing/Pinching/Scratching/Hair Pull, Kicking/Hitting/Beating",Confused elderly patient attempting to leave ,None,,"Security Called, Law Enforcement Called, Physical Restraints Used, Chemical Restraint/Medication Administered, De-escalation Techniques, Emergency Call/Code",Security,Security,Physical Violence,Med/Surg/Inpatient,Clinical Unit,,0.0,0.0
6/1/2024,ED,Behavioral health unit,"Nurse (RN, LPN)",Patient,Physical,Inpatient Bed Unavailable,None - No Contact/Unwanted Contact w/No Injury,Kicking/Hitting/Beating,Pediatric BH patient attempting to leave,None,,"Security Called, Physical Restraints Used, Chemical Restraint/Medication Administered, De-escalation Techniques","Nurse (RN, LPN)",Nurse,Physical Violence,ED/ER,Clinical Unit,,0.0,0.0
6/2/2024,ED,Patient room,"Nurse (RN, LPN), Security",Patient,Physical,Inpatient Bed Unavailable,None - No Contact/Unwanted Contact w/No Injury,Kicking/Hitting/Beating,Pediatric BH patient attempting to leave,None,,"Security Called, Law Enforcement Called, Seclusion of Patient","Nurse (RN, LPN)",Nurse,Physical Violence,ED/ER,Clinical Unit,,0.0,0.0
6/2/2024,ED,Patient room,"Nurse (RN, LPN), Security",Patient,Physical,Inpatient Bed Unavailable,None - No Contact/Unwanted Contact w/No Injury,Kicking/Hitting/Beating,Pediatric BH patient attempting to leave,None,,"Security Called, Law Enforcement Called, Seclusion of Patient",Security,Security,Physical Violence,ED/ER,Clinical Unit,,0.0,0.0
6/6/2024,Med/Surg/Inpatient,Patient room,"Physician/Advanced Practice Provider, Nurse (RN, LPN), Allied Health/Technologist, Security",Patient,Physical,Altered Mental Status,None - No Contact/Unwanted Contact w/No Injury,"Grabbing/Pinching/Scratching/Hair Pull, Kicking/Hitting/Beating, Pushing/Shoving, Verbal Assault",Confused elderly patient attempting to leave ,None,,"Security Called, Law Enforcement Called, Physical Restraints Used, Chemical Restraint/Medication Administered, De-escalation Techniques, Emergency Call/Code",Physician/Advanced Practice Provider,Physician/APP,Physical Violence,Med/Surg/Inpatient,Clinical Unit,,0.0,0.0
6/6/2024,Med/Surg/Inpatient,Patient room,"Physician/Advanced Practice Provider, Nurse (RN, LPN), Allied Health/Technologist, Security",Patient,Verbal,Altered Mental Status,None - No Contact/Unwanted Contact w/No Injury,"Grabbing/Pinching/Scratching/Hair Pull, Kicking/Hitting/Beating, Pushing/Shoving, Verbal Assault",Confused elderly patient attempting to leave ,None,,"Security Called, Law Enforcement Called, Physical Restraints Used, Chemical Restraint/Medication Administered, De-escalation Techniques, Emergency Call/Code",Physician/Advanced Practice Provider,Physician/APP,Verbal Abuse,Med/Surg/Inpatient,Clinical Unit,,0.0,0.0
6/6/2024,Med/Surg/Inpatient,Patient room,"Physician/Advanced Practice Provider, Nurse (RN, LPN), Allied Health/Technologist, Security",Patient,Physical,Altered Mental Status,None - No Contact/Unwanted Contact w/No Injury,"Grabbing/Pinching/Scratching/Hair Pull, Kicking/Hitting/Beating, Pushing/Shoving, Verbal Assault",Confused elderly patient attempting to leave ,None,,"Security Called, Law Enforcement Called, Physical Restraints Used, Chemical Restraint/Medication Administered, De-escalation Techniques, Emergency Call/Code","Nurse (RN, LPN)",Nurse,Physical Violence,Med/Surg/Inpatient,Clinical Unit,,0.0,0.0
6/6/2024,Med/Surg/Inpatient,Patient room,"Physician/Advanced Practice Provider, Nurse (RN, LPN), Allied Health/Technologist, Security",Patient,Verbal,Altered Mental Status,None - No Contact/Unwanted Contact w/No Injury,"Grabbing/Pinching/Scratching/Hair Pull, Kicking/Hitting/Beating, Pushing/Shoving, Verbal Assault",Confused elderly patient attempting to leave ,None,,"Security Called, Law Enforcement Called, Physical Restraints Used, Chemical Restraint/Medication Administered, De-escalation Techniques, Emergency Call/Code","Nurse (RN, LPN)",Nurse,Verbal Abuse,Med/Surg/Inpatient,Clinical Unit,,0.0,0.0
6/6/2024,Med/Surg/Inpatient,Patient room,"Physician/Advanced Practice Provider, Nurse (RN, LPN), Allied Health/Technologist, Security",Patient,Physical,Altered Mental Status,None - No Contact/Unwanted Contact w/No Injury,"Grabbing/Pinching/Scratching/Hair Pull, Kicking/Hitting/Beating, Pushing/Shoving, Verbal Assault",Confused elderly patient attempting to leave ,None,,"Security Called, Law Enforcement Called, Physical Restraints Used, Chemical Restraint/Medication Administered, De-escalation Techniques, Emergency Call/Code",Allied Health/Technologist,Allied Health,Physical Violence,Med/Surg/Inpatient,Clinical Unit,,0.0,0.0
6/6/2024,Med/Surg/Inpatient,Patient room,"Physician/Advanced Practice Provider, Nurse (RN, LPN), Allied Health/Technologist, Security",Patient,Verbal,Altered Mental Status,None - No Contact/Unwanted Contact w/No Injury,"Grabbing/Pinching/Scratching/Hair Pull, Kicking/Hitting/Beating, Pushing/Shoving, Verbal Assault",Confused elderly patient attempting to leave ,None,,"Security Called, Law Enforcement Called, Physical Restraints Used, Chemical Restraint/Medication Administered, De-escalation Techniques, Emergency Call/Code",Allied Health/Technologist,Allied Health,Verbal Abuse,Med/Surg/Inpatient,Clinical Unit,,0.0,0.0
6/6/2024,Med/Surg/Inpatient,Patient room,"Physician/Advanced Practice Provider, Nurse (RN, LPN), Allied Health/Technologist, Security",Patient,Physical,Altered Mental Status,None - No Contact/Unwanted Contact w/No Injury,"Grabbing/Pinching/Scratching/Hair Pull, Kicking/Hitting/Beating, Pushing/Shoving, Verbal Assault",Confused elderly patient attempting to leave ,None,,"Security Called, Law Enforcement Called, Physical Restraints Used, Chemical Restraint/Medication Administered, De-escalation Techniques, Emergency Call/Code",Security,Security,Physical Violence,Med/Surg/Inpatient,Clinical Unit,,0.0,0.0
6/6/2024,Med/Surg/Inpatient,Patient room,"Physician/Advanced Practice Provider, Nurse (RN, LPN), Allied Health/Technologist, Security",Patient,Verbal,Altered Mental Status,None - No Contact/Unwanted Contact w/No Injury,"Grabbing/Pinching/Scratching/Hair Pull, Kicking/Hitting/Beating, Pushing/Shoving, Verbal Assault",Confused elderly patient attempting to leave ,None,,"Security Called, Law Enforcement Called, Physical Restraints Used, Chemical Restraint/Medication Administered, De-escalation Techniques, Emergency Call/Code",Security,Security,Verbal Abuse,Med/Surg/Inpatient,Clinical Unit,,0.0,0.0
6/6/2024,Med/Surg/Inpatient,Patient room,"Nurse (RN, LPN), Physician/Advanced Practice Provider, Security, Allied Health/Technologist",Patient,Physical,Altered Mental Status,None - No Contact/Unwanted Contact w/No Injury,"Grabbing/Pinching/Scratching/Hair Pull, Kicking/Hitting/Beating, Pushing/Shoving, Verbal Assault",Confused elderly patient attempting to leave ,None,,"Security Called, Law Enforcement Called, Physical Restraints Used, Chemical Restraint/Medication Administered, De-escalation Techniques, Emergency Call/Code","Nurse (RN, LPN)",Nurse,Physical Violence,Med/Surg/Inpatient,Clinical Unit,,0.0,0.0
6/6/2024,Med/Surg/Inpatient,Patient room,"Nurse (RN, LPN), Physician/Advanced Practice Provider, Security, Allied Health/Technologist",Patient,Verbal,Altered Mental Status,None - No Contact/Unwanted Contact w/No Injury,"Grabbing/Pinching/Scratching/Hair Pull, Kicking/Hitting/Beating, Pushing/Shoving, Verbal Assault",Confused elderly patient attempting to leave ,None,,"Security Called, Law Enforcement Called, Physical Restraints Used, Chemical Restraint/Medication Administered, De-escalation Techniques, Emergency Call/Code","Nurse (RN, LPN)",Nurse,Verbal Abuse,Med/Surg/Inpatient,Clinical Unit,,0.0,0.0
6/6/2024,Med/Surg/Inpatient,Patient room,"Nurse (RN, LPN), Physician/Advanced Practice Provider, Security, Allied Health/Technologist",Patient,Physical,Altered Mental Status,None - No Contact/Unwanted Contact w/No Injury,"Grabbing/Pinching/Scratching/Hair Pull, Kicking/Hitting/Beating, Pushing/Shoving, Verbal Assault",Confused elderly patient attempting to leave ,None,,"Security Called, Law Enforcement Called, Physical Restraints Used, Chemical Restraint/Medication Administered, De-escalation Techniques, Emergency Call/Code",Physician/Advanced Practice Provider,Physician/APP,Physical Violence,Med/Surg/Inpatient,Clinical Unit,,0.0,0.0
6/6/2024,Med/Surg/Inpatient,Patient room,"Nurse (RN, LPN), Physician/Advanced Practice Provider, Security, Allied Health/Technologist",Patient,Verbal,Altered Mental Status,None - No Contact/Unwanted Contact w/No Injury,"Grabbing/Pinching/Scratching/Hair Pull, Kicking/Hitting/Beating, Pushing/Shoving, Verbal Assault",Confused elderly patient attempting to leave ,None,,"Security Called, Law Enforcement Called, Physical Restraints Used, Chemical Restraint/Medication Administered, De-escalation Techniques, Emergency Call/Code",Physician/Advanced Practice Provider,Physician/APP,Verbal Abuse,Med/Surg/Inpatient,Clinical Unit,,0.0,0.0
6/6/2024,Med/Surg/Inpatient,Patient room,"Nurse (RN, LPN), Physician/Advanced Practice Provider, Security, Allied Health/Technologist",Patient,Physical,Altered Mental Status,None - No Contact/Unwanted Contact w/No Injury,"Grabbing/Pinching/Scratching/Hair Pull, Kicking/Hitting/Beating, Pushing/Shoving, Verbal Assault",Confused elderly patient attempting to leave ,None,,"Security Called, Law Enforcement Called, Physical Restraints Used, Chemical Restraint/Medication Administered, De-escalation Techniques, Emergency Call/Code",Security,Security,Physical Violence,Med/Surg/Inpatient,Clinical Unit,,0.0,0.0
